title,category,multiclass,content
Misis inasinta sa ulo,C,0,patay ginang barilin motorcycle rider naghuhugas kamay matapos itong kumain kasama kinakasama sta mesa maynila kamakalawa dead-on-arrival ospital sampaloc biktimang marilou lucas -anyos trabaho taga- h albina st sta mesa maynila sanhi tama bala ulo pinaghahanap naman pulisya tumakas suspek magka-angkas motorsiklo report det richard escarlan manila police district mpd ika- hapon maganap pamamaril albina st sampaloc maynila krimen kumakain biktima kinakasama kainan nasabing lugar naghuhugas kamay poso dumating suspek sabi-sabing binaril ulo himala namang nakaligtas kinakasama biktima leonor bondocan napatakbo compound humingi saklolo itinakbo ospital biktima inamin bondocan imbestigador gumagamit droga itinangging nagbebenta shabu posibleng motibo pagpatay
"Malisyoso! ""  VP Leni",P,5,tinawag vice president leni robredo malisyoso video kumakalat social media diumano nakipagkita sekreto commission elections comelec chairman andres bautista matapos atasan korte suprema election protest isinampa dating sen ferdinand marcos jr reaksyon naman video bautista social event people secret meeting fact said hello vp talk kalokohan yan idinagdag maraming tao tetestigo magpapatunay nangyaring sikretong pag-uusap robredo secret meeting true maraming testigo aniya press briefing tanggapan quezon city executive house inamin bautista noong hulyo gabi subalit secret meeting kundi dinner party dinaluhan kasama anak yun malicious siguro maigi secret meeting ipinakita nag-usap ani robredo makaraang kumalat video social media ukol pakikipagkita umano bautista ganun secret meeting nag-attend dinner party siguro tao nandun comelec chairman guests maalala nag-usap parang batian lang nag-usap ani robredo sinabi robredo nagpa-dinner party subalit bukod bautista bisita umano sina united state us ambassador philip goldberg ombudsman conchita carpio-morales pang
VIGILANTE EENTRA!,C,0,inihayag kahapon bagong upong department interior local government dilg sec ismael mike sueno gagamitin dating vigilante group iligal droga bansa pahayag sueno dating south cotabato governor turnover ceremony pamunuan dilg outgoing sec senen sarmiento napolcom building edsa corner quezon avenue quezon city sueno dating vigilante group tinutukoy alsa masa nakasaka nakabase mindanao lumalaban makakaliwang grupo kinabibilangan sparrow unit new people army npa sinabi sueno inilatag pangulong rodrigo digong duterte planong paggamit dating vigilante group sinang-ayunan naman umano sueno alsa masa nakasaka siyang tumutumba gumaganti sparrow unit pumapatay pulis awtoridad paglilinaw bagong kalihim gagamit baril nasabing vigilante group halip gagamitin tagaturo mata tulak drug lord ipinababawal gamot bukod tututukan sueno peace order katuwang barangay opisyal nakakaalam taong tiwali kani-kanilang nasasakupan naniniwala kalihim loob buwan malulutas malalang problema droga corruption bansa
Aksidente sa Rizal: 3 patay,D,1,patay driver pahinante garbage truck makaraang mawalan preno sasakyan bumangga sitio calumpit brgy macabud rodriguez rizal noong sabado hapon report rodriguez police palusong matarik bahagi kalsada truck kargado basura minamaneho alyas david kasama pahinanteng edwin brutas mawalan umano preno bumangga tambak lupa lakas impact naipit unahang bahagi nayuping truck samantala patay gilbert baldemosado salpukin mixer truck minamaneho nitong tricycle ortigas ave ext alta vista brgy dela paz antipolo city sumuko naman agad pulisya driver truck teodoro gunday
"91% ni PDU30, hanggang kelan?",P,5,mahirap tapatan trust rating pangulong rodrigo digong duterte pumapalo mataas dating record-holder dating pangulong noynoy aquino tanong kelan mapapanatili mataas grado bagong pangulo ba nitong ma-maintain mataas marka finals panunungkulan nagawa pnoy exit rating prof ramon casiple political analyst nakadepende grado pangulong digong magiging performance dulo mahirap tapatan yun mataas yun noynoy depende yan performance kasi expectation napakataas hinahanap resulta kaagad yan ratings yan expectation mayroong disappointment yan later yan maganda performance n ya mame-maintain n ya yan baka tumaas casiple binanggit magsisi pangulong digong kailangang pagsikapan nitong tuparin timeframe ibinigay malaking bentahe casiple popularidad inaani duterte kampanya bawal gamot saka siguro yung initial impact anti-drug campaign n ya e yung phenomenon napakaraming nagsu-surrender nagkakaubusan rehab centers ganyan natin problema yan well noble problem yan tingnan natin haharapin impact talaga yung campaign level community saka pamilya sona malaking impact umano mataas rating pdu lang anti-criminality campaign nakasalalay pagbabago talaga namang inaabangan sambayanan nilalaman sona pangulo pag sinabi n ya yan hinihintay tao obviously nag-click yan pati yung skeptical pagbabago isip pumanig mahalaga tingnan yung performance n ya lang peace order anti-poverty corruption job creation yan naman talaga problema mahihirap yung trabaho tsaka mabuhay day-to-day tiwala overall interesting yung expecting everything pagtatapos naturang political analyst
SSS contrib itinaas (Para sa P1K dagdag pension),EC,3,inaprobahan pangulong rodrigo duterte p umento pensiyon milyong retiradong miyembro social security system sss simula pebrero papasanin aktibong miyembro itataas buwanang kontribusyon simula mayo press briefing palasyo sinabi presidential spokesman ernesto abella pasya pangulo nabuo ca-binet meeting kamakalawa gabi regarding sss pension increase pre-sident approved p pension increase month corres-ponding percent contribution rate hike increase monthly salary credit p based p ani abella tumanggi pangulong duterte gamitin pondo gobyerno tustusan pension hike sss private pension fund ani abella noong oktubre kabuuang assets sss p bilyon tinata-yang aabot taon regard funds covering increase current contributions investment reserved fund president amenable using taxpayers money fund pension increase since sss private pension fund total assets p billion october fund life ani abella layunin aniya pangulo tuparin kontratang panlipunan filipino lalo matatanda maralita sinabi amado valdez chairman sss makatatanggap dagdag p pensiyonado taon kakayahang pinansiyal private pension fund ipagkaloob tiniyak valdez mauulit nangya-ring pagkasangkot katiwalian matataas opisyal sss gaya ousted president convicted plunderer joseph erap estrada inutusan president chairman sss carlos arellano noong gamitin p milyong pondo sss ipambili shares belle corporation korporasyon sangkot jail-alai pagmamay-ari dante tan presidential crony matatandaan kasama plunder case erap nasabing ilegal transaksiyon sina-bing pinanggalingan p milyong kickback inilahad valdez aniya malinis track record sss president emmanuel dooc garantiya mauulit katiwalian erap private pension fund rose novenario
May oil spill sa Matnog,D,1,barangay malapit tabing-dagat apektado kabuhayan matapos magkaroon oil spill karagatan sorsogon sakop bayan matnog bukod apektadong kabuhayan residente pangingisda ikinabubuhay umano nagkakasakit bata partikular paghirap paghinga masangsang amoy maitim langis kumalat karagatan sakop barangay tablac camatchili nabatid bayan philippine coast guard pcg bicol nitong linggo nagsimula oil spill pang linggo matukoy saang roro vessels nagmula pagkalat langis karagatan matatandaang matnog sea port napakaraming roro vessels papunta pabalik patungo visayas mindanao naman jerry funtiliar kapitan barangay tablac napakabaho umano amoy kumalat langis upang magsimulang magkasakit residente lugar lalo bata hirap silang huminga
Barko lumubog  sa Manila Bay,D,1,tuluyan lumubog manila bay panamanian cargo vessel taon kustodiya bureau custom boc matapos masangkot arms smuggling noong kinumpirma kahapon philippine coast guard pcg kalahati mv capt ufuk kahapon umaga manila bay pcg spokesperson commander armand balilo pinasok tubig nasabing barko lumubog sinabi balilo matagal kustodiya boc nasabing barko simula maharang tangkang pagpupuslit armas bansa tiniyak naman pcg kabila paglubog barko wala naman posibilidad magkaroon oil spill subalit kinakailangan itong maalis lugar dulot itong peligro lalo kalusugan ibang sasakyang pandagat
Drug awareness ituturo na sa Grade 4,H,4,department education deped sec leonor briones grade drug addiction awareness isinusulong manila mayor joseph estrada ginanap press conference manila city hall dinaluhan briones sinabi mainam maumpi sahan grade drug abuse resistance education dare matatag foundation nalaman itinuturo kasi dare grade kasabay pinuri scott gilliam retiradong miyembro los angeles police department lapd kontra droga nina pangulong rodrigo duterte estrada matapos nitong magtungo mch tumulong pagbibigay training miyembro philippine national police pnp mission look point things terrible country sometimes drastic measures taken address drastic situations things get beyond point gilliam kasama gilliam director training dare inimbita estrada jeffrey smith turuang dare instructors mi yembro manila police district mpd pangungunahan pang dare america instructors pagsasanay mi yembro mpd
Davao nilindol,D,1,inuga magnitude lindol sarangani davao occidental kamakalawa gabi sentro km timog-silangang bahagi sarangani kamakalawa gabi ulat philippine institute volcanology seismology phivolcs nasabing lindol tumama bandang alas- gabi lalim aabot km tectonic origin wala namang naitalang pinsala nasugatan pangyayari rito niyanig magnitude lindol jose abad santos davao occidental bandang alas- gabi kamakalawa sentro km timog-silangang bahagi jose abad santos bandang alas- kamakalawa gabi niyanig magnitude lindol marcelino davao occidental
Daquis type ng limang koponan,S,6,teams philippine superliga psl interesado serbisyo volleyball star rachel anne daquis kasama former psl valuable player daquis players napaso kontrata noong disyembre napabalitang lalahok koponan rc cola-army ngayong season naman naghayag -foot- open spiker lalaro team kukuha serbisyo teams interasado -year-old daquis leadership talento tinitimbang daquis lalaro tinulungan daquis petron historic - sweep sikwatin filipino conference title tinanghal siyang mvp kasama daquis conference pinagkampeonan army pinakamala king break daquis noong masama philippine team lumahok asian volleyball confederation fivb women club world championship nakaraang taon
ALAB: Libingan ng mga bugok,S,6,pagbabago talaga tono panahon tama butch ramirez nagkasundo nagkaisa nagbabangayang natio nal sports associations nsas malilintikan galit butch hepe philippine sports commission psc butch naayos agad gusot mananati ling watak nsa madalas silang nsa imbes baka tuluyan silang mawalan pondo psc gumagastos atleta nsas matagal nababaston tiwaling nsas psc wari seryoso psc salamat butch tingin hahaplit latigo simula paparating mag-iimbestiga mamamagitan nag-aaway opisyales nsas butch irereport kani-kanilang international federations phi lippine olympic committee poc dasal tagumpay butch matagal nakahimlay libingan bugok philippine sports bagama sagana suportang pinansiyal laan psc nsas marubdob tutukan nsas maituwid baluktot pamamalakad butch kasama masisigasig komisyoner nina charles maxey ramon fernandez kikilos kailan
"US at EU, friends pa rin  ng ‘Pinas — Andanar",P,5,pinahupa presidential communications office pco secretary martin andanar pag-aalala kababayan isiping galit-galit talaga pilipinas united states gayundin european union eu nilinaw palace official panayam kahapon kabila ipinahahayag pangulong rodrigo duterte naman nangangahulugan kaibigan turing pilipinas us eu still friends still respect treaties mutual defense treaty economic relationship wala naman tayong pinuputol president severing ties cutting pinuputol ties natin friendly western country brothers fact separating want manage business andanar binanggit opisyal pinaghuhugutan sentimiyento pangulong digong halimbawa presidente amerikano bansa natin wala silang visa pag bansa visa ganoon ba ba naman akala ba magkaibigan akala ba co-equal footing eh pala parang little brown brothers kasi parang discrimination lang naman aries cano
"ANSABEEEH???: AKTRES, NABUNTIS NI AKTOR/BF?",E,2,naba-blind- item actress buntis daw yon courtesy ctor-boyfriend nakabalikan nag-aabang posts actress masisilip magli-lead naturang blind-item lalo chika diumano nag li-live mismong bahay actor-boyfriend umuuwi female actress showbiz insiders said sana raw totoo talaga solve actress actor-boyfriend magkatuluyan yung nag-aabang totoo blind-item reaksiyon lang totoo deserve actress yun kasi matigas ulo sige abang-abang lang magiging kaganapan loob buwan naaliw victor neri fearless forecast young stars kasama bida pagbabalik serye pinulot lang lupa all-praises victor julie anne san jose tingin daw sisikat tingin sisikat batang yan lahad victor pagiging professional julie anne napansin gayundin naman gumaganap anak serye benjamin alves magkasama lang daw nalaman pamangkin piolo pascual piolo one clo sest friends daw mahigit taon magbalik showbiz victor though professional chef naman guesting-guesting lang daw talaga tinatanggap dati happy katawan taon muna raw nagpapayat tinanggap pinulot lang lupa lbs timbang magbalik lbs lang daw lbs nawala lang pagtakbo araw-araw puro brown black rice lang daw kinakain victor kilalang actor man good thing talaga see back casual lang tanungin ex-girlfriends nina iza calzado sunshine dizon gi ven chance aktres maka-trabaho raw natuloy muling pagbabalik congressman alfred vargas encantadia umpisa lang nalaman alfred ire-remake ngang gma- naturang fantaserye itinanggi alfred mabibigyan pagkakataon makasama ritong alam alfred matagal ina-eye direk mark reyes mag-guest yun lang natapat busy budget session since nakapagsimula alfred indie movie guro marunong magbasa nagawa makapag-guest encantadia amarro ama rocco nacino dati ginampanan aquil feels great back home li reo never thought see sey alfred
